Airline,Route,sentiment_score
Qatar Airways,Melbourne to Madrid via Doha,0.9412
Qatar Airways,Melbourne to Madrid via Doha,0.9804
Qatar Airways,Melbourne to Manchester via Doha,0.9407
Singapore Airlines,Melbourne to Manchester via Singapore,0.4878
Cathay Pacific Airways,Melbourne to Manila via Hong Kong,0.6479
Singapore Airlines,Melbourne to Manila via Singapore,0.9122
Qatar Airways,Melbourne to Miami via Doha,0.91
Qatar Airways,Melbourne to Milan via Doha,-0.9505
Qatar Airways,Melbourne to Moscow via Doha,-0.6369
Singapore Airlines,Melbourne to Mumbai via Singapore,0.9806
Singapore Airlines,Melbourne to Mumbai via Singapore,0.6124
Qatar Airways,Melbourne to Munich via Doha,0.9775
Japan Airlines,Melbourne to Narita,0.9907
Japan Airlines,Melbourne to Osaka via Tokyo,0.9577
Qatar Airways,Melbourne to Oslo via Doha,0.9813
Qatar Airways,Melbourne to Paris via Doha,0.9593
Emirates,Melbourne to Paris via Dubai,0.2577
Singapore Airlines,Melbourne to Qingdoa via Singapore,0.9578
Qatar Airways,Melbourne to Rome via Doha,-0.8448
Qatar Airways,Melbourne to Rome via Doha,0.9337
Singapore Airlines,Melbourne to Singapore,-0.2609
Emirates,Melbourne to Singapore,0.0772
Singapore Airlines,Melbourne to Singapore,-0.0644
Singapore Airlines,Melbourne to Singapore,0.9032
Singapore Airlines,Melbourne to Singapore,-0.3982
Singapore Airlines,Melbourne to Singapore,0.9909
Emirates,Melbourne to Singapore,0.9625
Singapore Airlines,Melbourne to Singapore,-0.3182
Emirates,Melbourne to Singapore,0.9855
Singapore Airlines,Melbourne to Singapore,0.9676
Singapore Airlines,Melbourne to Singapore,-0.9524
Singapore Airlines,Melbourne to Singapore,0.9949
Emirates,Melbourne to Singapore,-0.9567
Qatar Airways,Melbourne to Sofia via Doha,0.9911
Qatar Airways,Melbourne to Stockholm via Doha,-0.845
Qatar Airways,Melbourne to Tallinn,-0.4939
Cathay Pacific Airways,Melbourne to Tel Aviv via Hong Kong,0.0911
Japan Airlines,Melbourne to Tokyo,-0.9731
Japan Airlines,Melbourne to Tokyo,0.9827
Japan Airlines,Melbourne to Tokyo,-0.9719
Japan Airlines,Melbourne to Tokyo,0.4402
Cathay Pacific Airways,Melbourne to Tokyo via Hong Kong,-0.5992
Singapore Airlines,Melbourne to Tokyo via Singapore,0.9838
Emirates,Melbourne to Trivandrum via Dubai,-0.7955
Emirates,Melbourne to Venice via Dubai,-0.862
Qatar Airways,Melbourne to Warsaw via doha,0.3919
Singapore Airlines,Melbourne to Wellington,0.977
Singapore Airlines,Melbourne to Zagreb via Singapore / Frankfurt,0.9854
Cathay Pacific Airways,Melbourne to Zurich via Hong Kong,0.9821
Singapore Airlines,Melbourne to Zurich via Singapore,-0.6542
Air France,Mexico City to Athens via Paris,-0.8076
Air France,Mexico City to Paris,0.991
Air France,Mexico City to Paris,0.5513
Air France,Mexico City to Paris,0.9164
All Nippon Airways,Mexico City to Tokyo Narita,0.8953
Emirates,Mexico to Barcelona via Dubai,0.928
Turkish Airlines,Mexico to Sarajevo via Istanbul,-0.5878
Turkish Airlines,Miami to Athens via Istanbul,-0.9188
Turkish Airlines,Miami to Athens via Istanbul,-0.9112
Turkish Airlines,Miami to Baghdad via Istanbul,-0.9104
Turkish Airlines,Miami to Bangkok via Istanbul,-0.5423
Turkish Airlines,Miami to Bangkok via Istanbul,-0.9686
Air France,Miami to Beijing via Paris,-0.6697
Air France,Miami to Bologna via Paris,0.3818
Turkish Airlines,Miami to Bucharest,-0.8047
Turkish Airlines,Miami to Bucharest via Istanbul,-0.2714
Turkish Airlines,Miami to Budapest via Istanbul,-0.5936
Turkish Airlines,Miami to Chisinau via Istanbul,-0.9672
Qatar Airways,Miami to Delhi via Doha,0.9079
Qatar Airways,Miami to Doha,-0.2871
Qatar Airways,Miami to Doha,0.7354
Turkish Airlines,Miami to Hong Kong via Istanbul,-0.8748
Turkish Airlines,Miami to Istanbul,-0.7228
Turkish Airlines,Miami to Istanbul,-0.1687
Emirates,Miami to Jakarta via Dubai,-0.296
Turkish Airlines,Miami to Jakarta via Istanbul,-0.5953
Turkish Airlines,Miami to Karachi via Istanbul,-0.5745
Qatar Airways,Miami to Kolkata via Doha,0.9612
Turkish Airlines,Miami to Kyiv via Istanbul,-0.7105
Turkish Airlines,Miami to Madinah via Istanbul,-0.9624
Emirates,Miami to Medina via Dubai,0.6705
Qatar Airways,Miami to Mumbai via Doha,0.9931
Turkish Airlines,Miami to Munich via Istanbul,0.8834
Air France,Miami to Paris,-0.8402
Air France,Miami to Paris,0.9892
Turkish Airlines,Miami to Tel Aviv via Istanbul,-0.7955
Turkish Airlines,Miami to Tel Aviv via Istanbul,-0.9081
Turkish Airlines,Miami to Varna via Istanbul,-0.8456
Air France,Miami to Warsaw via Paris,0.1615
Air France,Miami to Zanzibar via Paris,0.6971
Turkish Airlines,Milan Malpensa to Doha via Istanbul,-0.7782
Qatar Airways,Milan to Auckland via Doha/Sydney,0.9266
Turkish Airlines,Milan to Baghdad via Istanbul,0.8655
Qatar Airways,Milan to Bangkok via Doha,0.1513
Emirates,Milan to Bangkok via Dubai,-0.875
Singapore Airlines,Milan to Bangkok via Singapore,0.9867
Qatar Airways,Milan to Brisbane via Doha,0.9669
Qatar Airways,Milan to Cape Town via Doha,-0.1847
Qatar Airways,Milan to Cape Town via Doha,0.9714
Qatar Airways,Milan to Denpasar via Doha,0.9851
Qatar Airways,Milan to Dhaka via Doha,0.9941
Qatar Airways,Milan to Doha,0.9134
Qatar Airways,Milan to Doha,0.4588
Emirates,Milan to Dubai,0.0809
Emirates,Milan to Dubai,0.6998
Air France,Milan to Houston via Paris,0.4005
Turkish Airlines,Milan to Istanbul,-0.6449
Turkish Airlines,Milan to Istanbul,-0.6808
Qatar Airways,Milan to Jakarta via Doha,0.9956
Air France,Milan to Los Angeles via Paris,0.986
Qatar Airways,Milan to Male via Doha,0.9722
Emirates,Milan to Male via Dubai,-0.7464
Cathay Pacific Airways,Milan to Manila via Hong Kong,0.9818
Singapore Airlines,Milan to Manila via Singapore,-0.2924
Air France,Milan to Marseille via Paris,0.8047
Air France,Milan to Marseilles via Paris CDG,-0.9856
Turkish Airlines,Milan to Mombasa via Istanbul,-0.9324
Qatar Airways,Milan to Muscat via Doha,0.6858
Japan Airlines,Milan to Nagoya via Helsinki / Tokyo,0.0247
Emirates,Milan to New York,-0.648
Emirates,Milan to New York,0.8478
Emirates,Milan to New York,0.9537
Emirates,Milan to New York,-0.448
Emirates,Milan to New York JFK,0.8399
Emirates,Milan to New York JFK,-0.2177
Air France,Milan to New York via Paris CDG,0.9552
Air France,Milan to Paris,0.8168
Emirates,Milan to Port Louis via Dubai,-0.8625
Qatar Airways,Milan to Salalah via Doha,0.9639
Singapore Airlines,Milan to Singapore,-0.1927
Singapore Airlines,Milan to Singapore,0.9416
Qatar Airways,Milan to Windhoek via Doha,0.9917
Turkish Airlines,Milano to Hanoi via Istanbul,0.6003
Turkish Airlines,Minsk to Beirut via Istanbul,0.9494
Turkish Airlines,Mogadishu to Amsterdam via Istanbul,0.9953
Qatar Airways,Mogadishu to Chicago via Doha,0.9001
Turkish Airlines,Mogadishu to Chicago via Istanbul,-0.8957
Turkish Airlines,Mogadishu to London Heathrow via Istanbul,0.874
Turkish Airlines,Mombasa to London Gatwick via Istanbul,0.8008
Turkish Airlines,Mombasa to istanbul,-0.8641
Qatar Airways,Montreal to  Doha,0.6491
Turkish Airlines,Montreal to Berlin via Istanbul,0.6738
Turkish Airlines,Montreal to Bucharest via Istanbul,0.2023
Turkish Airlines,Montreal to Budapest via Istanbul,-0.9074
Qatar Airways,Montreal to Dammam via Doha,-0.8354
Turkish Airlines,Montreal to Delhi via Istanbul,-0.5202
Turkish Airlines,Montreal to Denpasar via Istanbul,0.9913
Qatar Airways,Montreal to Doha,0.705
Qatar Airways,Montreal to Dubai via Doha,-0.5423
Air France,Montreal to Geneve via Paris,-0.6848
Qatar Airways,Montreal to Goa via Doha,-0.6357
Korean Air,Montreal to Incheon via Vancouver,-0.4012
Turkish Airlines,Montreal to Istanbul,-0.2134
Turkish Airlines,Montreal to Istanbul,0.9735
Turkish Airlines,Montreal to Istanbul,0.7402
Turkish Airlines,Montreal to Istanbul,0.9617
Turkish Airlines,Montreal to Istanbul,0.8416
Turkish Airlines,Montreal to Istanbul,0.9829
Turkish Airlines,Montreal to Istanbul,0.9871
Turkish Airlines,Montreal to Istanbul,0.9796
Turkish Airlines,Montreal to Istanbul,-0.8479
Emirates,Montreal to Kuala Lumpur via Dubai,-0.7974
Turkish Airlines,Montreal to Lahore via Istanbul,-0.1952
Emirates,Montreal to Manila via Dubai,-0.8075
Air France,Montreal to Marseille via Paris,-0.3814
Turkish Airlines,Montreal to Mauritius via Istanbul,-0.8394
Qatar Airways,Montreal to Melbourne via Doha,0.9746
Qatar Airways,Montreal to Multan via Doha,-0.9608
Air France,Montreal to Paris,0.765
Air France,Montreal to Paris,-0.8398
Air France,Montreal to Paris via Tunis,-0.8126
Qatar Airways,Montreal to Phuket via Doha,0.5658
Qatar Airways,Montreal to Phuket via Doha,0.9918
Turkish Airlines,Montreal to Sofia via Instambul,-0.9163
Qatar Airways,Montreal to Sydney via Doha,0.9939
Air France,Montreal to Tangier via Paris,-0.91
Qatar Airways,Montreal to Tehran via Doha,-0.2732
Air France,Montreal to Yerevan via Paris,0.9826
Air France,Montréal to Paris,0.4391
Air France,Mosco to London via Paris,0.9422
Turkish Airlines,Moscow to Antalya,-0.4488
Turkish Airlines,Moscow to Antalya,-0.2732
Turkish Airlines,Moscow to Athens via Istanbul,-0.7288
Qatar Airways,Moscow to Bangkok via Doha,0.9195
Turkish Airlines,Moscow to Bangkok via Istanbul,-0.936
Turkish Airlines,Moscow to Berlin via Istanbul,-0.8225
Turkish Airlines,Moscow to Chicago via Istanbul,-0.9939
Turkish Airlines,Moscow to Frankfurt via Istanbul,0.0186
Emirates,Moscow to Hanoi via Dubai,-0.7783
Turkish Airlines,Moscow to Houston via Istanbul,-0.7178
Turkish Airlines,Moscow to Hurghada via Istanbul,0.965
Air France,Moscow to London via Paris,0.9149
Turkish Airlines,Moscow to Los Angeles via Istanbul,-0.9885
Turkish Airlines,Moscow to Manila via Istanbul,0.9911
Turkish Airlines,Moscow to Panamá City via Istambul,-0.6705
Air France,Moscow to Paris,0.7642
Air France,Moscow to Santiago de Chile via Paris,0.9846
Emirates,Moscow to Singapore via Dubai,-0.9416
Turkish Airlines,Moscow-Vnukovo to Berlin-Bradenburg via Istanbul,-0.8807
Turkish Airlines,Mumbai to Antalya via Istanbul,-0.9834
Qatar Airways,Mumbai to Atlanta via Doha,0.9714
Turkish Airlines,Mumbai to Berlin via Istanbul,-0.6486
Turkish Airlines,Mumbai to Berlin via Istanbul,-0.4215
Qatar Airways,Mumbai to Boston via Doha,0.9979
Emirates,Mumbai to Boston via Dubai,-0.9813
Qatar Airways,Mumbai to Brussels via Doha,-0.7808
Qatar Airways,Mumbai to Budapest via Doha,0.9612
Turkish Airlines,Mumbai to Cancun via Istanbul,-0.1885
Qatar Airways,Mumbai to Chicago via Doha,0.872
Air France,Mumbai to Cincinnati via Paris,-0.9196
Qatar Airways,Mumbai to Copenhagen via Doha,0.9979
Qatar Airways,Mumbai to Copenhagen via Doha,0.9633
Cathay Pacific Airways,Mumbai to Danang via Hong Kong,-0.9739
Turkish Airlines,Mumbai to Djibouti via Istanbul,-0.8829
Qatar Airways,Mumbai to Doha,0.7351
Emirates,Mumbai to Dubai,0.9703
Emirates,Mumbai to Dubai,0.9476
Turkish Airlines,Mumbai to Dublin via Istanbul,-0.9808
Qatar Airways,Mumbai to Frankfurt via Doha,-0.7574
Air France,Mumbai to Frankfurt via Paris,0.9333
Turkish Airlines,Mumbai to Helsinki via Instanbul,0.9732
Cathay Pacific Airways,Mumbai to Hong Kong,-0.3491
Cathay Pacific Airways,Mumbai to Hong Kong,-0.9868
Emirates,Mumbai to Houston via Dubai,0.4404
Turkish Airlines,Mumbai to Houston via Istanbul,-0.9508
Turkish Airlines,Mumbai to Istanbul,-0.5452
Emirates,Mumbai to Johannesburg via dubai,0.9786
Emirates,Mumbai to London via Dubai,0.9849
Air France,Mumbai to London via Paris,-0.5106
Qatar Airways,Mumbai to Los Angeles via Doha,0.9942
Turkish Airlines,Mumbai to Los Angeles via Istanbul,0.9516
Turkish Airlines,Mumbai to Los Angeles via Istanbul,-0.8248
Air France,Mumbai to Los Angeles via Paris,-0.9477
Singapore Airlines,Mumbai to Melbourne via Singapore,-0.2987
Air France,Mumbai to Montreal via Paris,-0.8241
Emirates,Mumbai to New York via Dubai,-0.9849
Singapore Airlines,Mumbai to New York via Singapore,0.9896
Air France,Mumbai to Paris,0.9678
Air France,Mumbai to Paris,-0.8122
Air France,Mumbai to Paris,0.8961
Cathay Pacific Airways,Mumbai to San Francisco via Hong Kong,0.9958
Korean Air,Mumbai to Seoul Incheon,0.9576
Singapore Airlines,Mumbai to Singapore,0.9747
Singapore Airlines,Mumbai to Singapore,-0.0942
Singapore Airlines,Mumbai to Singapore,-0.5267
Singapore Airlines,Mumbai to Singapore,0.6065
Singapore Airlines,Mumbai to Singapore via Melbourne,0.9817
Singapore Airlines,Mumbai to Singapore via Sydney,0.8516
Singapore Airlines,Mumbai to Sydney via Singapore,0.9906
Singapore Airlines,Mumbai to Sydney via Singapore,0.9153
All Nippon Airways,Mumbai to Tokyo Narita,0.9215
Cathay Pacific Airways,Mumbai to Tokyo via Hong Kong,-0.6491
Cathay Pacific Airways,Mumbai to Vancouver via Hongkong,0.6038
Emirates,Mumbai to Vienna via Dubai,0.9875
Turkish Airlines,Mumbai to Zurich via Istanbul,0.4118
Emirates,Munich to Adelaide via Dubai,-0.8788
Air France,Munich to Ajaccio via Paris,0.9959
Emirates,Munich to Auckland via Dubai,0.9806
Turkish Airlines,Munich to Bahrain via Istanbul,-0.9399
Turkish Airlines,Munich to Baku via Antalya,-0.7841
Emirates,Munich to Bangalore via Dubai,0.9612
Qatar Airways,Munich to Bangkok via Doha,0.9764
Qatar Airways,Munich to Bangkok via Doha,0.9842
Emirates,Munich to Bangkok via Dubai,0.9799
Emirates,Munich to Beijing via Dubai,-0.8085
Qatar Airways,Munich to Colombo via Doha,0.9421
Qatar Airways,Munich to Doha,0.5983
Qatar Airways,Munich to Doha,-0.7845
Qatar Airways,Munich to Doha,-0.7108
Qatar Airways,Munich to Doha,-0.0143
Qatar Airways,Munich to Doha,-0.8418
Qatar Airways,Munich to Doha,0.9892
Emirates,Munich to Dubai,-0.9719
Emirates,Munich to Durban via Dubai,-0.928
Singapore Airlines,Munich to Ho Chi Minh City via Singapore,-0.3612
Turkish Airlines,Munich to Istanbul,-0.8761
Turkish Airlines,Munich to Izmir,0.9535
Emirates,Munich to Jakarta via Dubai,-0.6547
Qatar Airways,Munich to Kilimanjaro via Doha,-0.8874
Qatar Airways,Munich to Kuala Lumpur via Doha,0.0378
Turkish Airlines,Munich to Kuala Lumpur via Istanbul,-0.7717
Air France,Munich to Lyon via Paris,-0.6794
Qatar Airways,Munich to Male via Doha,-0.6372
Air France,Munich to Mexico City via Paris CDG,0.3612
Qatar Airways,Munich to Mumbai via Doha,0.4417
Air France,Munich to Nairobi via Paris CDG,-0.9636
Air France,Munich to Paris CDG,0.9623
Qatar Airways,Munich to Phuket via Doha,0.9239
Qatar Airways,Munich to Phuket via Doha,-0.128
Emirates,Munich to Riyadh via Dubai,0.1774
Singapore Airlines,Munich to Singapore,-0.9222
Singapore Airlines,Munich to Singapore,0.7544
Singapore Airlines,Munich to Singapore,0.9615
Singapore Airlines,Munich to Singapore,0.8893
Singapore Airlines,Munich to Singapore,-0.8778
Singapore Airlines,Munich to Singapore,0.9926
Singapore Airlines,Munich to Singapore,0.7351
Singapore Airlines,Munich to Singapore,0.9849
Singapore Airlines,Munich to Singapore,0.9918
Turkish Airlines,Munich to Singapore via Istanbul,-0.6588
Air France,Munich to Singapore via Paris,-0.8402
Turkish Airlines,Munich to Tehran via Istanbul,0.9756
Qatar Airways,Munich to Tokyo via Doha,-0.7356
Emirates,Muscat to Bangkok via Glasgow,0.9538
Turkish Airlines,Muscat to Brussels via Istanbul,-0.1586
Emirates,Muscat to Guangzhou via Dubai,0.9366
Qatar Airways,Muscat to Houston via Doha,0.9571
Qatar Airways,Muscat to Kochi via Doha,0.9886
Qatar Airways,Muscat to London via Doha,0.9943
Qatar Airways,Muscat to London via Doha,0.975
Qatar Airways,Muscat to Manchester via Doha,0.9722
Emirates,Muscat to Singapore via Dubai,-0.9727
Qatar Airways,Muscat to Thiruvananthapuram via Doha,0.9868
Emirates,Muscat to Zurich via Dubai,0.7717
Singapore Airlines,München to Singapore,0.1901
Turkish Airlines,NAV to IST,-0.737
Emirates,NCE to ADL via DXB,-0.5439
Emirates,NCL to BKK via DXB,0.959
Turkish Airlines,NIM to LHR via IST,0.9163
Turkish Airlines,NRT to AGP via IST,0.904
All Nippon Airways,NRT to BKK,0.9294
All Nippon Airways,NRT to BOM,0.9258
Turkish Airlines,NRT to DUB via IST,0.9828
Japan Airlines,NRT to FRA,0.6736
Japan Airlines,NRT to HAN,0.977
Japan Airlines,NRT to HEL,0.9794
All Nippon Airways,NRT to HKG,0.9948
All Nippon Airways,NRT to HKG,0.9737
All Nippon Airways,NRT to HNL,0.0129
Singapore Airlines,NRT to LAX,0.8225
All Nippon Airways,NRT to LAX,0.9909
All Nippon Airways,NRT to NGO,0.9624
All Nippon Airways,NRT to SIN,0.9943
Singapore Airlines,NRT to SIN,0.6291
All Nippon Airways,NRT to SJC,0.979
Japan Airlines,NRT to SYD,0.949
Japan Airlines,NRT to SYD,0.9776
EVA Air,NRT to TPE,0.9515
Korean Air,NRT to YVR via ICN,0.2583
Turkish Airlines,NUE to IST,0.9383
All Nippon Airways,Nagasaki to Naha,0.9118
All Nippon Airways,Nagasaki to Sydney via Tokyo,0.9805
All Nippon Airways,Nagoya to London via Tokyo Haneda,0.9948
All Nippon Airways,Nagoya to Seattle via Tokyo,-0.1531
Cathay Pacific Airways,Nagoya to Taipei,0.9568
Qatar Airways,Nagpur to Atlanta via Doha,0.6853
All Nippon Airways,Naha to Tokyo Haneda,0.9651
Turkish Airlines,Nairobi to Amsterdam via Istanbul,0.9097
Air France,Nairobi to Atlanta via Paris,0.9955
Qatar Airways,Nairobi to Berlin via Doha,0.9042
Qatar Airways,Nairobi to Boston via Doha,-0.908
Qatar Airways,Nairobi to Casablanca via Doha,0.9628
Qatar Airways,Nairobi to Doha,0.9259
Qatar Airways,Nairobi to Doha,0.9124
Qatar Airways,Nairobi to Dublin via Doha,0.5859
Turkish Airlines,Nairobi to Heathrow via Istanbul,0.9723
Emirates,Nairobi to Houston via Dubai,-0.9287
Qatar Airways,Nairobi to Istanbul via Doha,0.9833
Qatar Airways,Nairobi to New York via Doha,-0.2617
Qatar Airways,Nairobi to San Diego via Doha,0.9524
Emirates,Nairobi to Seattle via Dubai,-0.063
Air France,Nairobi to Toronto via Paris,-0.8402
Qatar Airways,Nairobi to Washington via Doha,-0.842
Emirates,Nairobi to Washington via Dubai,-0.9428
Emirates,Nairobi to Washington via Dubai,-0.9128
Qatar Airways,Najaf to Montreal via Doha,-0.9816
Qatar Airways,Najaf to Nairobi via Doha,0.9361
Turkish Airlines,Nakhchivan to Istanbul,-0.7788
Cathay Pacific Airways,Nanjing to Hong Kong,0.935
Turkish Airlines,Naples to  Istanbul,-0.7915
Air France,Naples to Paris,-0.9891
Air France,Naples to Paris CDG,0.9927
Air France,Naples to Paris CDG via New York JFK,0.8131
Turkish Airlines,Napoli to Kuala Lumpur via Istanbul,-0.8589
Emirates,Narita Tokyo to Dubai,-0.6602
All Nippon Airways,Narita to Chicago,0.9846
Cathay Pacific Airways,Narita to Hong Kong,-0.9696
Japan Airlines,Narita to London Heathrow via Helsinki,0.9847
All Nippon Airways,Narita to Perth,0.9837
Japan Airlines,"Narita, Tokyo to Melbourne",-0.8176
All Nippon Airways,New Chitose (Sapporo) to Kushiro,0.1263
Emirates,New Dehli to Dubai,0.9186
Turkish Airlines,New Delhi to Cappadocia via Istanbul,-0.9035
Emirates,New Delhi to Dubai,-0.1921
Air France,New Delhi to Los Angeles via Paris,-0.2528
Qatar Airways,New Delhi to San Francisco,0.9558
Air France,New U=York to Paris,-0.9764
Turkish Airlines,New Yok to Zanzibar via Istanbul,0.2418
Emirates,New York JFK to Abuja via Dubai,0.8519
Turkish Airlines,New York JFK to Baku via Istanbul,-0.022
Turkish Airlines,New York JFK to Bangkok via Istanbul,0.0129
EVA Air,New York JFK to Brisbane via Taipei,0.9752
Qatar Airways,New York JFK to Delhi via Doha,0.8134
Qatar Airways,New York JFK to Dhaka,0.9612
Qatar Airways,New York JFK to Doha,0.8637
Qatar Airways,New York JFK to Doha,-0.4122
Qatar Airways,New York JFK to Doha,0.8417
Qatar Airways,New York JFK to Doha,0.957
Qatar Airways,New York JFK to Doha,-0.1779
Emirates,New York JFK to Dubai,0.9736
Emirates,New York JFK to Dubai,0.3176
Singapore Airlines,New York JFK to Frankfurt,0.9676
Singapore Airlines,New York JFK to Frankfurt,-0.925
Singapore Airlines,New York JFK to Frankfurt,-0.6486
Singapore Airlines,New York JFK to Frankfurt,0.7096
Cathay Pacific Airways,New York JFK to Hong Kong,0.936
Cathay Pacific Airways,New York JFK to Hong Kong via Kuala Lumpur,0.9509
EVA Air,New York JFK to Hong Kong via Taipei,0.9215
Qatar Airways,New York JFK to Islamabad via Doha,0.9863
Turkish Airlines,New York JFK to Istanbul,-0.7506
